ID,ControlGroupArea,Panel,OriginInterlocking,OriginSignal,Route,Exit,DestinationPlatform,DestinationLineName,DestinationDirectionOfMoveUpDn,Class,ARS,Notes,OverSetting,PreferredRouteOption,TipLocOriginate,RouteElectrified,OriginPlatform,TipLocDestination,TipLocIntermediate,EntryDateTime,TraversalTimes
748,CAG3,4,TB,S1185,R1185AS,S277,3,SL,Dn,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBDPL5,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
749,CAG3,4,TB,S1185,R1185BS,S279,2,SL,Dn,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBDPL5,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
750,CAG3,4,TB,S1185,R1185CS,S281,1,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBDPL5,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
754,CAG3,4,TB,S1195,R1195AS,S621,NULL,NULL,Dn,S,1,Note ergonomics to review TD operation.,0,NULL,THBDBRD,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
763,CAG3,4,TB,S1200,R1200C1S,S278,2,SL,Up,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,1,THBD200,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
764,CAG3,4,TB,S1200,R1200C2S,S278,2,SL,Up,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,THBD200,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
765,CAG3,4,TB,S1200,R1200DS,S276,3,SL,Up,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBD200,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
769,CAG3,4,TB,S1203,R1203BS,S287,NULL,FL,Dn,S,1,NULL,0,NULL,THBDGS,E,4,NULL,NULL,2020-11-17 11:42:25.737,20
770,CAG3,4,TB,S1204,R1204AS,S278,2,SL,Up,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBD204,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
771,CAG3,4,TB,S1204,R1204BS,S276,3,SL,Up,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBD204,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
773,CAG3,4,TB,S1206,R1206AS,S274,4,FL,Up,S,1,(from TIPLOC THBD214),0,NULL,THBD206,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
774,CAG3,4,TB,S1206,R1206BS,S1186,5,FL,Up,S,1,NULL,0,NULL,THBD206,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
779,CAG3,4,TB,STD 127,RTD127BM,S291,NULL,FL,Dn,M,1,TIPLOC: THBD127,0,NULL,THBD127,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
785,CAG3,4,TB,S1214,R1214AS,S1206,NULL,FL,Up,S,1,TIPLOC: THBD214,0,NULL,THBD214,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
786,CAG3,4,TB,S1214,R1214BS,STD 126,NULL,NULL,Up,S,1,Dual berth T126 with T127,0,NULL,THBD214,E,NULL,THBD127,NULL,2020-11-17 11:42:25.737,20
787,CAG3,4,TB,S1218,R1218AS,STD 164,NULL,NULL,Up,S,1,Dual berth T164 with T165,0,NULL,THBD218,E,NULL,THBD165,NULL,2020-11-17 11:42:25.737,20
788,CAG3,4,TB,S1218,R1218BS,S284,NULL,SL,Up,S,1,"#2 New Berth 1218 to be provided, to be a dual berth with 0293",0,NULL,THBD218,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
789,CAG3,4,TB,STD 165,RTD165AM,S293,NULL,SL,Dn,M,1,TIPLOC: THBD165,0,NULL,THBD165,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
,ROSH ADDED DUE TO BAD DATA,4,TB,S292,ROSHY,S288,,,,,,ROSH ADDED DUE TO MISSING DATA,,,BALCOME,,,,,,20
,ROSH ADDED DUE TO BAD DATA,4,TB,S306,ROSHY,S294,,,,,,ROSH ADDED DUE TO MISSING DATA,,,BALCOME,,,,,,20
,ROSH ADDED DUE TO BAD DATA,4,,S340,ROSHY,S306,,,,,,ROSH ADDED DUE TO MISSING DATA,,,,,,,,,
,ROSH ADDED DUE TO BAD DATA,4,,S336,ROSHY,S306,,,,,,ROSH ADDED DUE TO MISSING DATA,,,,,,,,,
